asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,product_availability,climate_pledge_friendly,sales_volume,delivery,has_variations,unit_price,unit_count,coupon_text
B0C5BMB1WB,Motorola One Ace | 2021 | 2-Day Battery | Unlocked | Made for US 4/64GB | 48MP Camera | Volcanic Gray,$89.00 ,,USD,4,204,10,$85.44 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CRVWPWKP,Samsung Galaxy A25 5G A256E 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Blue,$195.00 ,,USD,4,259,15,$164.50 ,FALSE,FALSE,TRUE,,FALSE,400+ bought in past month,"FREE delivery Wed, Sep 25",TRUE,,,
B0CN1QSH8Q,"SAMSUNG Galaxy A15 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Expandable Storage, Knox Security, Super Fast Charging, US Version, 2024, Blue Black",$199.99 ,,USD,4,610,2,$154.00 ,FALSE,FALSE,TRUE,,TRUE,2K+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B0C22BRGLG,OnePlus Nord N30 5G | Unlocked Dual-SIM Android Smart Phone | 6.7&quot; LCD Display | 8 +128GB | 5000 mAh Battery | 50W Fast Charging | 108MP Camera | Chromatic Gray,$249.99 ,$299.99 ,USD,4.3,963,5,$209.28 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B09NZQJRN7,"VTech DECT 6.0 Cordless Phone - Blue Display, Big Buttons, Speakerphone, Caller ID, Easy Wall Mount, 1000ft Range - White/Grey",$18.45 ,,USD,4.3,9096,2,$13.84 ,FALSE,FALSE,TRUE,,FALSE,2K+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",FALSE,,,
B09LKXHWCF,"Apple iPhone 13 Mini, 128GB, Blue - Unlocked (Renewed)",$355.81 ,$415.00 ,USD,4.1,4265,20,$303.99 ,FALSE,FALSE,FALSE,,TRUE,500+ bought in past month,"FREE delivery Tomorrow, Sep 20",TRUE,,,
B0CV2W1TKZ,"Samsung Galaxy A15 (SM-155M/DSN), 128GB 6GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Ring Grip Case Bundle) (Light Blue)",$153.99 ,,USD,4.2,186,4,$147.50 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0BQ118F2T,Moto G Play 2023 3-Day Battery Unlocked Made for US 3/32GB 16MP Camera Navy Blue,$99.00 ,$169.99 ,USD,4,1319,16,$69.88 ,FALSE,FALSE,TRUE,Only 3 left in stock - order soon.,FALSE,4K+ bought in past month,"FREE delivery Tue, Sep 24 Only 3 left in stock - order soon.",FALSE,,,
B09SM24S8C,"Samsung Galaxy A03s Cell Phone, AT&amp;T GSM Unlocked Android Smartphone, 32GB, Long Lasting Battery, Expandable Storage, 3 Camera Lenses, Infinite Display - Black (Renewed)",$69.00 ,$99.99 ,USD,3.8,597,35,$64.99 ,FALSE,FALSE,TRUE,,FALSE,2K+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B0CHH1N9VY,TracFone | Motorola Moto g Pure | Locked | 32GB | 4000 mAh Battery | 13 MP Dual Camera System | 6.5&quot; Max Vision HD+ Display | Blue,$49.99 ,,USD,4.2,2814,3,$43.99 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0BZG14KFJ,"Panasonic Cordless Phone with Answering Machine, Advanced Call Block, Bilingual Caller ID and Easy to Read High-Contrast Display, Expandable System with 2 Handsets - KX-TGD832M (Metallic Black)",$49.99 ,$59.99 ,USD,4.4,3843,3,$25.19 ,FALSE,TRUE,TRUE,,FALSE,4K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,$25.00 ,2,
B0C2SWQBMB,"Motorola Moto G 5G | 2023 | Unlocked | Made for US 4/128GB | 48 MPCamera | Ink Blue, 163.94x74.98x8.39",$149.99 ,$249.99 ,USD,4.2,2637,8,$100.72 ,FALSE,FALSE,TRUE,,FALSE,2K+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B0CTD47P22,Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Light Blue,$149.50 ,$158.00 ,USD,4.2,253,9,$146.50 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CSB14R7J,Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black,$139.99 ,,USD,4.3,573,15,$136.62 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CHK6LWKZ,TracFone | Samsung Galaxy A03s | Locked | 32GB | 5000mAh Battery | 48MP Main Camera | 6.5-in. HD+Infinity-V Display | Black,$59.99 ,,USD,4,258,4,$50.48 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0C5BMB1WB,Motorola One Ace | 2021 | 2-Day Battery | Unlocked | Made for US 4/64GB | 48MP Camera | Volcanic Gray,$89.00 ,,USD,4,204,10,$85.44 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CRVWPWKP,Samsung Galaxy A25 5G A256E 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Blue,$194.99 ,,USD,4,259,15,$164.50 ,FALSE,FALSE,TRUE,,FALSE,400+ bought in past month,"FREE delivery Wed, Sep 25",TRUE,,,
B0CN1QSH8Q,"SAMSUNG Galaxy A15 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Expandable Storage, Knox Security, Super Fast Charging, US Version, 2024, Blue Black",$199.99 ,,USD,4,610,2,$154.00 ,FALSE,FALSE,TRUE,,TRUE,2K+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B0C22BRGLG,OnePlus Nord N30 5G | Unlocked Dual-SIM Android Smart Phone | 6.7&quot; LCD Display | 8 +128GB | 5000 mAh Battery | 50W Fast Charging | 108MP Camera | Chromatic Gray,$249.99 ,$299.99 ,USD,4.3,963,5,$209.28 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B09NZQJRN7,"VTech DECT 6.0 Cordless Phone - Blue Display, Big Buttons, Speakerphone, Caller ID, Easy Wall Mount, 1000ft Range - White/Grey",$18.45 ,,USD,4.3,9096,2,$13.84 ,FALSE,FALSE,TRUE,,FALSE,2K+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",FALSE,,,
B085TCRFST,"Alcatel 1 (16GB) 5.0&quot; Full View Display, Removable Battery, FM Radio, Dual SIM GSM Unlocked US &amp; Global 4G LTE International Version 5033E (Bluish Black)",$41.99 ,$44.70 ,USD,3.6,2048,7,$29.70 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B096T6Y623,"Samsung Galaxy S21 Ultra 5G, US Version, 128GB, Phantom Black - Unlocked (Renewed)",$269.99 ,$294.00 ,USD,3.9,2362,69,$244.99 ,FALSE,FALSE,TRUE,,TRUE,2K+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B0CMDL3H3V,"SAMSUNG Galaxy S24+ Plus Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black",$798.00 ,$999.99 ,USD,4.5,615,2,$741.99 ,FALSE,FALSE,TRUE,,TRUE,1K+ bought in past month,"$10.33 delivery Fri, Oct 4",TRUE,,,
B0CSB22F9C,"Samsung Galaxy A15 (SM-155M/DSN), 128GB 6GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Light Blue)",$149.94 ,,USD,4.1,874,14,$123.70 ,FALSE,FALSE,TRUE,Only 6 left in stock - order soon.,FALSE,4K+ bought in past month,"FREE delivery Wed, Sep 25 Only 6 left in stock - order soon.",FALSE,,,
B0D5T7318W,Bold K10 | 2024 | 3-Day Battery | Unlocked | 6.6” HD+ Infinity Display | 128/4GB | Triple 50MP Camera | US Version | US Warranty | Black,$99.99 ,,USD,3.6,17,6,$98.97 ,FALSE,FALSE,TRUE,,FALSE,200+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B086QCGQ8C,"AT&amp;T BL102-3 DECT 6.0 3-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Audio Assist, Intercom, and Unsurpassed Range, Silver/Black",$78.95 ,,USD,4.3,27240,3,$38.25 ,FALSE,FALSE,FALSE,,FALSE,3K+ bought in past month,FREE delivery,FALSE,,,
B0CD99XXQY,"SAMSUNG Galaxy S23 FE AI Phone, 128GB Unlocked Android Smartphone, Long Battery Life, Premium Processor, Tough Gorilla Glass Display, Hi-Res 50MP Camera, US Version, 2023, Mint",$499.99 ,$599.99 ,USD,4.5,1159,2,$451.19 ,FALSE,FALSE,TRUE,,TRUE,200+ bought in past month,"FREE delivery Wed, Sep 25",TRUE,,,
B0CSF1MRRR,BLU G63 | 2023 | 3-Day Battery | Unlocked | 6.8” HD+ Infinity Display | 128/4GB | Dual 13MP Camera | US Version | US Warranty | Green,$89.99 ,$129.99 ,USD,3.9,92,5,$79.99 ,FALSE,FALSE,TRUE,,FALSE,300+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CJCTW1C5,Nokia C2 2E | Android 11 (Go Edition) | Unlocked Smartphone | All Day Battery | 2/32GB | 5.7-Inch Screen | International Version | Blue,$59.99 ,,USD,3.3,70,2,$57.44 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B08H8VZ6PV,Google Pixel 4a with 5G - Android Phone - New Unlocked Smartphone with Night Sight and Ultrawide Lens - Just Black,$159.00 ,,USD,4.3,2927,18,$153.28 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B01H1E3EAA,"AT&amp;T TRIMLINE 213 Corded Home Phone with Extra Big Buttons &amp; Visual Ringer. No AC Power Required, Improved Easy-Wall-Mount, Lighted Keypad, 10 Speed Dial Keys, Volume Control, Senior Friendly. White",$17.56 ,$19.95 ,USD,4.4,315,2,$13.28 ,FALSE,FALSE,TRUE,,FALSE,900+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",FALSE,,,
B08L34JQ9C,"Samsung Galaxy S20 FE 5G, 128GB, Cloud Navy - Unlocked (Renewed)",$166.99 ,,USD,3.9,7272,53,$134.85 ,FALSE,FALSE,TRUE,,TRUE,2K+ bought in past month,"FREE delivery Fri, Sep 27",TRUE,,,
B0CHH6X6H2,Total by Verizon | Samsung Galaxy A03s | Locked | 32GB | 5000mAh Battery | 48MP Main Camera | 6.5-in. HD+Infinity-V Display | Black,$49.99 ,,USD,3.8,276,3,$49.21 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Fri, Sep 27",FALSE,,,
B0C7LNLS9P,"TracFone Moto g Pure (2021), 32GB, Blue - Prepaid Smartphone (Locked/Renewed)",$24.99 ,,USD,4.3,160,1,$24.99 ,FALSE,FALSE,FALSE,,FALSE,500+ bought in past month,FREE delivery on $35 shipped by Amazon.Temporarily out of stock.,FALSE,,,
B0BZ9XNBRB,Google Pixel 7a - Unlocked Android Cell Phone - Smartphone with Wide Angle Lens and 24-Hour Battery - 128 GB – Charcoal,$344.95 ,$499.00 ,USD,4.3,2482,21,$318.00 ,FALSE,FALSE,FALSE,,TRUE,1K+ bought in past month,FREE delivery,TRUE,,,
B0CTD42NJZ,"SAMSUNG Galaxy A15 5G (SM-156M/DSN), 256GB 8GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Light Blue)",$183.69 ,$199.00 ,USD,4.3,146,7,$176.35 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0DFB9SNBR,TCL ION Z Unlock Smartphone 4G LTE 32GB - Black,$39.00 ,,USD,,0,1,$39.00 ,FALSE,FALSE,FALSE,,FALSE,50+ bought in past month,FREE delivery Sep 24 - 26 Or fastest delivery Sep 23 - 25,FALSE,,,
B0D9N1517Y,"I14 Pro Max Unlocked Smartphone, 6+256GB, Android 13.0 Unlocked Cell Phones, 6.82&quot; HD Screen Battery 6800mAH with 128GB Memory Card/Face ID/Fingerprint Lock/Dual SIM 5G Phone (Blue)",$158.99 ,,USD,4.7,7,1,$158.99 ,FALSE,FALSE,FALSE,,FALSE,100+ bought in past month,FREE delivery,FALSE,,,
B09X7F2GCG,"TracFone TCL Flip 2, 8GB, Black - Prepaid Flip Phone (Locked)",$19.99 ,,USD,4,823,1,$19.99 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",FALSE,,,
B08PPDJWC8,"Apple iPhone 12 Mini, 64GB, Black - Unlocked (Renewed)",$232.00 ,,USD,4.1,13191,16,$203.31 ,FALSE,FALSE,FALSE,,TRUE,2K+ bought in past month,"FREE delivery Tomorrow, Sep 20",TRUE,,,
B0CLHJZJZB,"Samsung Galaxy S23 Fan Edition(FE) 5G (SM-S711B/DS) Dual SIM,256GB + 8GB, Factory Unlocked, International Version - No Warranty - (Purple)",$479.72 ,,USD,4.3,39,3,$429.50 ,FALSE,FALSE,FALSE,Only 1 left in stock - order soon.,FALSE,50+ bought in past month,"FREE delivery Sep 24 - 26 Or fastest delivery Tomorrow, Sep 20 Only 1 left in stock - order soon.",FALSE,,,
B08H8X23ZB,Google Pixel 5 - 5G Android Phone - Water Resistant - Unlocked Smartphone with Night Sight and Ultrawide Lens - Just Black,$284.99 ,,USD,4.4,3432,6,$149.95 ,FALSE,FALSE,TRUE,Only 9 left in stock - order soon.,FALSE,100+ bought in past month,"FREE delivery Wed, Sep 25 Only 9 left in stock - order soon.",TRUE,,,
B0C1Q3MVBP,"Samsung Galaxy A14 5G A Series, Factory Unlocked, 64GB, US Version, Black (Renewed)",$98.52 ,$172.00 ,USD,3.7,762,23,$88.98 ,FALSE,FALSE,TRUE,,FALSE,2K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CCT2BR1J,Tracfone Samsung Galaxy A14 5G Locked 64GB 5000mAh Battery 50 MP triple-camera system 6.6-in. FHD+ LCD Display Black,$99.88 ,$119.99 ,USD,4.2,308,2,$64.99 ,FALSE,FALSE,TRUE,,FALSE,200+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B08VLMQ3KS,"Samsung Galaxy S21 5G, US Version, 128GB, Phantom Gray - Unlocked (Renewed)",$209.99 ,$249.00 ,USD,3.9,6272,5,$164.99 ,FALSE,FALSE,FALSE,Only 20 left in stock - order soon.,TRUE,2K+ bought in past month,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 20 left in stock - order soon.",FALSE,,,
B0CGWF3F64,"Motorola razr | 2023 | Unlocked | Made for US 8/128 | 32MP Camera | Summer Lilac, 73.95 x 170.82 x 7.35mm",$699.99 ,,USD,4,440,2,$331.64 ,FALSE,FALSE,TRUE,,FALSE,200+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B09T3MQSVP,"Samsung Galaxy A13 5G Cell Phone, AT&amp;T GSM Unlocked Android Smartphone, 64GB, Long Lasting Battery, Expandable Storage, Triple Lens Camera, Infinite Display, Black (Renewed)",$88.82 ,$98.27 ,USD,3.8,1338,31,$70.40 ,FALSE,FALSE,FALSE,Only 1 left in stock - order soon.,FALSE,500+ bought in past month,FREE delivery Sep 23 - 24 Only 1 left in stock - order soon.,FALSE,,,
B07JMHLP7B,Panasonic DECT 6.0 Expandable Cordless Phone System with Answering Machine and Call Blocking - 3 Handsets - KX-TGE633M (Metallic Black),$99.99 ,,USD,4.3,2151,3,$49.52 ,FALSE,FALSE,TRUE,,FALSE,900+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B088NQXD8T,"Apple iPhone SE 2nd Generation, US Version, 64GB, Black - Unlocked (Renewed)",$128.00 ,$156.86 ,USD,4.3,18826,40,$96.69 ,FALSE,FALSE,FALSE,,TRUE,2K+ bought in past month,FREE delivery,TRUE,,,
B088MKVYTF,"Alcatel SMARTFLIP 4052R | 4G LTE | 4GB Flip-Phone | Bluetooth, WiFi, Big Buttons | Carrier locked to AT&amp;T. Phone is not unlocked - Volcano Black",$41.90 ,,USD,3.9,541,10,$22.95 ,FALSE,FALSE,FALSE,,FALSE,500+ bought in past month,FREE delivery Sep 24 - 26 Or fastest delivery Sep 23 - 25,FALSE,,,
B08PMYLKVF,"Apple iPhone 12 Pro, 128GB, Pacific Blue - Fully Unlocked (Renewed)",$387.00 ,$521.01 ,USD,4.2,10317,17,$353.72 ,FALSE,FALSE,FALSE,Only 12 left in stock - order soon.,TRUE,1K+ bought in past month,"FREE delivery Tomorrow, Sep 20 Only 12 left in stock - order soon.",TRUE,,,
B09YDMWFT1,Motorola Moto Edge 5G UW 256gb Nebula Blue for Verizon (Renewed),$96.26 ,$124.56 ,USD,4.1,313,10,$89.22 ,FALSE,FALSE,FALSE,,FALSE,50+ bought in past month,"FREE delivery Sep 25 - 27 Or fastest delivery Tomorrow, Sep 20",FALSE,,,
B096T56NRH,"Samsung Galaxy S21 Ultra 5G, US Version, 256GB, Phantom Black - Unlocked (Renewed)",$358.99 ,,USD,4.1,855,14,$283.95 ,FALSE,FALSE,TRUE,Only 8 left in stock - order soon.,TRUE,200+ bought in past month,"FREE delivery Tue, Sep 24 Only 8 left in stock - order soon.",FALSE,,,
B08PNCYYVZ,"Apple iPhone 12, 128GB, Black - Fully Unlocked (Renewed)",$287.30 ,$314.99 ,USD,4.1,25638,20,$284.92 ,TRUE,FALSE,FALSE,Only 1 left in stock - order soon.,FALSE,2K+ bought in past month,FREE delivery Sep 24 - 26 Only 1 left in stock - order soon.,TRUE,,,
B0CMDLJR6K,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Marble Gray",,,,4.4,424,1,,FALSE,FALSE,TRUE,,TRUE,200+ bought in past month,"FREE delivery Thu, Sep 26",FALSE,,,
B0DC6L8DXL,"SPIDERCASE Magnetic for iPhone 16 Plus Case,with 2 Pcs [Tempered Glass Screen Protector] Translucent Matte Back Slim Shockproof Protective Phone Case for iPhone 16 Plus 6.7&#x27;&#x27;,Black",$9.99 ,$19.99 ,USD,4.3,158,1,$9.99 ,FALSE,FALSE,TRUE,,FALSE,100+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",FALSE,,,Save 10% with coupon
B0BTFHM2GZ,"Panasonic Cordless Phone with Advanced Call Block, Link2Cell Bluetooth, One-Ring Scam Alert, and 2-Way Recording with Answering Machine, 5 Handsets - KX-TGF975B (Black with Silver Trim)",$159.99 ,$179.99 ,USD,4.3,1325,3,$98.03 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B09LNT1F3H,"Apple iPhone 13, 128GB, Red - Unlocked (Renewed)",$422.00 ,,USD,4.1,12051,29,$305.96 ,FALSE,FALSE,FALSE,,TRUE,500+ bought in past month,"FREE delivery Tomorrow, Sep 20",TRUE,,,
B08WHKF6RJ,"Samsung Galaxy S21+ 5G, US Version, 128GB, Phantom Black - Unlocked (Renewed)",$229.95 ,,USD,4.1,2069,39,$179.00 ,FALSE,FALSE,TRUE,,TRUE,1K+ bought in past month,"FREE delivery Wed, Sep 25",FALSE,,,
B08HH2LBHF,"Samsung Galaxy S20 Ultra, 128GB, Cosmic Black - Fully Unlocked (Renewed)",$249.95 ,,USD,3.9,2074,25,$224.93 ,FALSE,FALSE,FALSE,Only 4 left in stock - order soon.,TRUE,400+ bought in past month,"FREE delivery Sat, Sep 21 Only 4 left in stock - order soon.",FALSE,,,
B0CV4NH5T9,"SAMSUNG Galaxy A35 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Rugged Design, US Version, 2024, Awesome Lilac",$349.99 ,$399.99 ,USD,4.4,266,3,$313.91 ,FALSE,FALSE,TRUE,,TRUE,500+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B09BTB5MKT,Motorola Moto G Pure | 2021 | 2-Day battery | Unlocked | Made for US by Motorola | 3/32GB | 13MP Camera | Deep Indigo,$98.93 ,$159.99 ,USD,4.1,2079,7,$80.04 ,FALSE,FALSE,TRUE,,FALSE,300+ bought in past month,"FREE delivery Wed, Sep 25",TRUE,,,
B0BV5SV5HL,Samsung Galaxy S23 Ultra 5G SM-S918B/DS Dual SIM 256GB ROM 8GB RAM GSM Factory Unlocked Global Model (Mobile Cell Phone) (Phantom Green),$799.99 ,$859.99 ,USD,4.4,380,11,$759.50 ,FALSE,FALSE,FALSE,,FALSE,400+ bought in past month,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20",FALSE,,,
B09LKXHWCF,"Apple iPhone 13 Mini, 128GB, Blue - Unlocked (Renewed)",$355.81 ,$415.00 ,USD,4.1,4265,20,$303.99 ,FALSE,FALSE,FALSE,,TRUE,500+ bought in past month,"FREE delivery Tomorrow, Sep 20",TRUE,,,
B092NTYZ78,"Panasonic Compact Cordless Phone with DECT 6.0, 1.6&quot; Amber LCD and Illuminated HS Keypad, Call Block, Caller ID, Multiple Display Languages - 1 Handset - KX-TGB810S (Black/Silver)",$19.89 ,$24.99 ,USD,4.2,5617,3,$12.14 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",FALSE,,,
B07P6Y7954,"Apple iPhone XR, 64GB, Black - Unlocked (Renewed)",$187.00 ,,USD,4.4,64977,22,$155.99 ,FALSE,FALSE,FALSE,,TRUE,2K+ bought in past month,"FREE delivery Tomorrow, Sep 20",TRUE,,,
B09V5LDZQ4,"Samsung Galaxy S22 Smartphone, Factory Unlocked Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, Long Battery Life, Fast 4nm Processor, US Version, Phantom Black (Renewed)",$225.62 ,$379.99 ,USD,4,1980,38,$204.00 ,FALSE,FALSE,FALSE,Only 11 left in stock - order soon.,FALSE,2K+ bought in past month,"FREE delivery Fri, Sep 27 Or fastest delivery Tomorrow, Sep 20 Only 11 left in stock - order soon.",TRUE,,,
B0CQ9SZJN6,"OnePlus 12R, 16GB RAM+256GB, Dual-SIM, US Factory Unlocked Android Smartphone, 5500 mAh Battery, 50MP Camera, 80W Fast Charging, 2024, Iron Gray",$549.99 ,$599.99 ,USD,4.4,397,2,$493.11 ,FALSE,FALSE,TRUE,,FALSE,400+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B09SNPBN6B,Moto G Power | 2022 | 3-Day Battery | Unlocked | Made for US by Motorola | 4/64GB | 50 MP Camera | Dark Grove,$179.99 ,$199.99 ,USD,4.2,10670,6,$79.79 ,FALSE,FALSE,TRUE,Only 17 left in stock - order soon.,FALSE,List: ,"FREE delivery Tue, Sep 24 Only 17 left in stock - order soon.",TRUE,,,
B09LG4PSB6,Samsung Galaxy S20 FE 5G 128GB Blue Verizon (Renewed),$152.93 ,$478.98 ,USD,4.1,1184,31,$133.99 ,FALSE,FALSE,FALSE,Only 20 left in stock - order soon.,TRUE,500+ bought in past month,FREE delivery Sep 23 - 24 Only 20 left in stock - order soon.,TRUE,,,
